stock_no,product_size,profit,product_type,weight,product_name
162,4.74,126.13,food,17.07,quinoa
276,4.74,712.72,furniture,17.79,chair
395,4.74,624.34,food,10.77,noodles
2228,4.74,883.71,furniture,0.8,shelves
7848,4.74,595.35,food,6.11,sauce
8757,4.74,561.85,clothing,18.13,socks
9105,4.74,636.83,food,0.54,whey
1186,4.75,292.97,food,14.32,wrap
2206,4.75,91.45,food,0.4,rice
3067,4.75,505.61,food,13.1,chicken
3301,4.75,445.6,food,10.87,rice
3322,4.75,213.72,food,1.96,sauce
4120,4.75,616.6,furniture,16.86,chair
5194,4.75,174.47,furniture,5.33,sofa
6334,4.75,319.31,clothing,19.24,tie
6367,4.75,179.05,clothing,6.99,tie
7605,4.75,707.17,furniture,12.97,dining table
8450,4.75,504.78,clothing,2.97,trousers
382,4.76,367.49,furniture,9.36,sofa
3423,4.76,344.2,furniture,2.0,shelves
3905,4.76,316.68,furniture,8.36,bed
4434,4.76,98.53,clothing,18.97,shirt
4781,4.76,290.82,furniture,17.12,press
4818,4.76,823.94,furniture,15.24,cot
5504,4.76,739.13,clothing,10.7,trousers
5904,4.76,330.98,furniture,5.33,press
6306,4.76,166.62,food,17.36,wrap
980,4.77,388.16,furniture,15.36,desk
1398,4.77,404.4,furniture,1.58,shelves
1801,4.77,520.97,food,16.63,yoghurt
1809,4.77,104.65,food,14.05,sauce
2193,4.77,328.31,furniture,17.51,shelves
2838,4.77,901.7,furniture,19.49,dining table
2955,4.77,602.53,food,9.25,yoghurt
3046,4.77,845.24,food,1.77,ice cream
5792,4.77,797.15,clothing,2.2,trousers
5957,4.77,248.03,food,13.98,sauce
8088,4.77,804.71,furniture,11.61,chair
1138,4.78,703.19,food,10.85,whey
3082,4.78,294.56,furniture,8.63,sofa
3653,4.78,965.7,food,19.74,roll
3867,4.78,508.0,furniture,1.93,desk
5627,4.78,874.52,clothing,1.01,socks
5697,4.78,965.79,furniture,5.69,cot
6470,4.78,788.69,furniture,18.5,press
6794,4.78,774.15,food,12.89,wrap
7047,4.78,479.05,furniture,0.11,cot
7693,4.78,197.17,furniture,10.26,press
8698,4.78,78.81,food,2.58,sauce
8715,4.78,561.05,furniture,18.02,bed
1562,4.79,646.85,clothing,2.83,socks
2793,4.79,586.91,clothing,16.09,dress
4621,4.79,118.54,clothing,8.56,trousers
4848,4.79,769.93,food,8.26,wrap
5407,4.79,137.41,furniture,11.74,chair
5438,4.79,638.31,furniture,1.82,bed
6681,4.79,404.61,clothing,12.46,skirt
1611,4.8,644.38,furniture,7.93,cot
2150,4.8,46.96,furniture,16.25,press
2845,4.8,423.84,food,10.67,ice cream
3253,4.8,722.69,clothing,14.96,dress
3533,4.8,345.05,food,2.88,noodles
3677,4.8,985.67,furniture,15.95,dining table
3834,4.8,303.62,furniture,13.73,sofa
4215,4.8,76.76,clothing,6.49,dress
4915,4.8,192.11,food,17.25,chicken
9645,4.8,379.66,food,0.55,roll
9673,4.8,609.62,clothing,10.4,trousers
1928,4.81,194.45,clothing,1.31,polo
3234,4.81,443.48,food,8.35,bread
8702,4.81,588.18,furniture,18.35,bed
8868,4.81,326.56,clothing,16.6,shirt
511,4.82,897.56,clothing,1.75,skirt
1918,4.82,279.84,furniture,7.65,shelves
2941,4.82,174.74,furniture,15.31,cot
3404,4.82,74.02,food,6.13,noodles
3483,4.82,264.29,furniture,8.83,press
3497,4.82,296.82,food,9.07,beef
4513,4.82,482.57,clothing,15.71,shirt
5184,4.82,877.88,clothing,3.07,polo
5353,4.82,544.9,food,9.42,sauce
5956,4.82,594.52,furniture,10.92,desk
6040,4.82,482.31,furniture,10.19,sofa
7842,4.82,84.58,clothing,4.29,underwear
7939,4.82,389.32,food,14.45,sauce
8535,4.82,451.38,furniture,3.87,press
421,4.83,229.29,furniture,8.1,press
572,4.83,873.39,furniture,5.06,desk
714,4.83,378.97,food,9.79,yoghurt
3459,4.83,494.45,food,14.28,sauce
3658,4.83,557.95,furniture,16.84,shelves
4024,4.83,752.31,clothing,19.88,jeans
4428,4.83,557.44,furniture,7.67,chair
5062,4.83,427.47,clothing,1.67,t-shirt
6457,4.83,152.7,furniture,3.39,press
6963,4.83,400.87,food,9.39,noodles
650,4.84,291.58,food,10.0,ice cream
1844,4.84,467.63,clothing,18.87,dress
2415,4.84,428.9,clothing,8.92,tie
4473,4.84,190.26,furniture,6.32,desk
6300,4.84,928.69,food,6.19,wrap
7813,4.84,75.58,food,5.67,roll
9481,4.84,556.59,furniture,9.24,bed
243,4.85,427.69,clothing,13.65,dress
2899,4.85,527.82,clothing,3.31,jeans
5122,4.85,502.49,food,4.5,beef
5466,4.85,414.7,furniture,2.91,desk
7423,4.85,273.4,furniture,13.55,shelves
7565,4.85,548.24,food,19.46,sauce
9435,4.85,374.99,food,13.33,yoghurt
1184,4.86,946.13,furniture,1.29,sofa
2672,4.86,774.89,furniture,2.71,chair
3321,4.86,203.36,furniture,6.34,shelves
3892,4.86,67.71,food,14.07,yoghurt
4903,4.86,488.34,food,12.6,quinoa
9451,4.86,902.78,food,1.21,whey
37,4.87,711.17,clothing,7.36,jeans
107,4.87,319.3,furniture,19.33,bed
222,4.87,812.01,clothing,16.8,shirt
255,4.87,851.33,furniture,0.08,bed
1023,4.87,812.81,clothing,19.41,trousers
1127,4.87,839.07,food,11.63,quinoa
3495,4.87,504.68,food,2.88,rice
3874,4.87,564.24,clothing,9.98,dress
4776,4.87,561.93,clothing,15.74,trousers
5736,4.87,15.04,furniture,17.5,sofa
6424,4.87,767.08,food,11.2,ice cream
7220,4.87,180.41,clothing,11.98,skirt
7347,4.87,186.37,clothing,18.04,t-shirt
8945,4.87,361.52,food,8.32,beef
9729,4.87,550.87,clothing,17.4,trousers
2994,4.88,583.68,food,1.62,ice cream
3580,4.88,39.04,furniture,17.42,sofa
3649,4.88,63.11,food,11.26,ice cream
4313,4.88,974.78,food,0.41,beef
4526,4.88,321.6,clothing,11.55,trousers
4802,4.88,248.03,clothing,1.74,shirt
5058,4.88,422.18,furniture,5.0,sofa
6115,4.88,482.97,clothing,19.63,socks
9097,4.88,382.39,food,9.3,sauce
9102,4.88,726.57,clothing,3.41,polo
1478,4.89,435.29,food,6.91,yoghurt
1868,4.89,357.28,clothing,17.48,underwear
2209,4.89,583.14,clothing,9.28,underwear
2442,4.89,991.23,food,8.3,whey
2513,4.89,384.6,clothing,9.84,shirt
4767,4.89,482.72,furniture,19.19,dining table
4811,4.89,747.82,food,1.15,beef
5051,4.89,883.21,food,11.11,ice cream
6129,4.89,969.53,furniture,18.7,press
6318,4.89,442.4,furniture,9.61,press
6694,4.89,359.65,clothing,7.84,polo
7969,4.89,910.42,food,14.49,quinoa
8130,4.89,103.58,furniture,13.69,press
12,4.9,76.55,furniture,18.23,chair
205,4.9,449.19,furniture,15.26,chair
973,4.9,227.57,furniture,10.65,press
1764,4.9,30.73,clothing,8.33,tie
1939,4.9,349.48,clothing,5.22,shirt
4402,4.9,781.93,food,8.23,whey
4481,4.9,536.16,food,17.27,bread
5698,4.9,447.11,food,18.34,whey
6538,4.9,7.85,food,2.22,yoghurt
6830,4.9,993.5,food,10.51,roll
7409,4.9,661.64,furniture,5.18,shelves
7653,4.9,879.35,furniture,10.67,bed
7673,4.9,658.62,furniture,10.78,press
7843,4.9,65.04,food,16.46,roll
7899,4.9,170.82,food,0.61,roll
1174,4.91,642.77,food,6.1,chicken
1736,4.91,109.91,clothing,17.92,dress
2634,4.91,342.99,clothing,4.08,shirt
5236,4.91,209.4,clothing,10.25,dress
7895,4.91,910.09,furniture,3.31,desk
8447,4.91,737.66,furniture,11.03,shelves
8746,4.91,620.97,furniture,2.81,sofa
141,4.92,355.32,furniture,4.76,bed
1094,4.92,435.61,food,1.31,yoghurt
3445,4.92,821.4,furniture,11.96,press
4823,4.92,247.1,furniture,0.02,cot
5256,4.92,235.04,furniture,0.89,cot
7239,4.92,916.03,clothing,0.64,underwear
7604,4.92,656.1,furniture,0.23,press
1423,4.93,215.01,food,5.33,noodles
2068,4.93,688.63,food,6.44,noodles
3415,4.93,730.29,clothing,6.34,shirt
4789,4.93,505.36,furniture,2.59,chair
7683,4.93,421.72,furniture,2.98,shelves
8106,4.93,407.06,clothing,16.06,shirt
8303,4.93,962.07,clothing,6.86,socks
800,4.94,314.0,food,0.07,noodles
1136,4.94,534.8,food,6.31,quinoa
6414,4.94,655.8,furniture,1.58,chair
6713,4.94,453.83,clothing,10.18,jeans
8540,4.94,24.93,clothing,0.26,shirt
8886,4.94,144.41,food,19.0,whey
8944,4.94,235.64,furniture,19.09,shelves
3398,4.95,648.75,food,8.11,sauce
6225,4.95,351.82,food,10.74,beef
7614,4.95,71.15,clothing,3.28,tie
8835,4.95,710.83,clothing,8.88,socks
1666,4.96,332.02,furniture,14.72,desk
2898,4.96,876.53,clothing,14.81,polo
6003,4.96,432.98,food,1.39,rice
7265,4.96,53.5,furniture,0.53,shelves
7510,4.96,854.27,furniture,8.28,chair
9689,4.96,787.58,food,0.99,yoghurt
9700,4.96,139.13,furniture,8.33,sofa
9933,4.96,75.32,clothing,1.13,socks
3241,4.97,389.05,furniture,10.88,chair
3265,4.97,351.23,clothing,2.31,polo
4493,4.97,981.94,furniture,18.09,shelves
4574,4.97,7.04,clothing,11.79,jeans
6177,4.97,971.07,food,2.66,noodles
6646,4.97,640.99,clothing,9.22,underwear
8250,4.97,346.0,clothing,17.97,t-shirt
8704,4.97,689.23,food,8.16,beef
65,4.98,447.35,clothing,8.83,shirt
1263,4.98,766.82,food,2.63,quinoa
1501,4.98,320.15,food,9.58,ice cream
1935,4.98,591.84,food,19.33,wrap
2027,4.98,583.2,clothing,12.76,tie
2053,4.98,413.02,furniture,4.25,sofa
2544,4.98,618.84,furniture,5.57,shelves
2686,4.98,942.08,clothing,13.55,jeans
3899,4.98,806.83,furniture,7.06,shelves
5072,4.98,420.59,food,2.88,roll
5587,4.98,337.77,clothing,7.47,socks
6193,4.98,586.26,furniture,18.29,sofa
397,4.99,344.34,clothing,14.12,skirt
906,4.99,528.15,food,2.35,noodles
3703,4.99,838.32,food,6.41,whey
3932,4.99,429.9,furniture,16.67,shelves
4857,4.99,940.98,clothing,19.37,trousers
6718,4.99,715.77,food,17.91,quinoa
7941,4.99,301.51,food,12.25,roll
804,5.0,170.79,furniture,2.04,press
1691,5.0,916.41,clothing,18.95,polo
3594,5.0,993.36,furniture,19.76,sofa
5405,5.0,522.08,clothing,14.97,shirt
5808,5.0,637.19,furniture,12.48,chair
5826,5.0,579.04,furniture,6.81,dining table
7202,5.0,46.0,clothing,18.92,dress
7458,5.0,434.58,furniture,12.72,shelves
7569,5.0,293.48,clothing,11.77,t-shirt
7610,5.0,227.93,furniture,18.87,bed
8773,5.0,63.6,furniture,8.51,dining table
958,5.01,585.48,clothing,19.73,polo
2637,5.01,369.05,furniture,5.4,bed
4192,5.01,971.36,clothing,11.27,shirt
4953,5.01,74.18,clothing,6.48,underwear
4968,5.01,177.7,clothing,19.0,dress
5830,5.01,549.72,furniture,17.08,cot
8116,5.01,320.79,clothing,13.93,skirt
9770,5.01,26.72,food,5.5,chicken
4,5.02,380.93,clothing,1.18,socks
2079,5.02,56.57,clothing,15.59,t-shirt
2324,5.02,410.41,food,12.6,chicken
4255,5.02,590.61,furniture,19.45,cot
5759,5.02,794.65,food,10.89,whey
8101,5.02,472.47,furniture,12.03,shelves
9229,5.02,838.78,furniture,6.67,bed
278,5.03,87.84,food,4.65,ice cream
3277,5.03,428.88,clothing,18.02,skirt
4453,5.03,629.1,food,13.39,beef
6391,5.03,935.39,clothing,9.32,socks
7749,5.03,647.5,food,8.37,bread
8893,5.03,235.33,furniture,5.42,bed
1799,5.04,291.95,clothing,5.39,tie
3798,5.04,989.93,clothing,17.33,tie
5816,5.04,290.91,clothing,17.35,tie
6331,5.04,17.88,furniture,1.83,sofa
6425,5.04,676.25,food,1.24,rice
6782,5.04,625.71,food,6.32,whey
7929,5.04,921.17,clothing,7.92,polo
8429,5.04,268.45,food,2.61,bread
2236,5.05,254.16,furniture,19.99,sofa
3297,5.05,339.9,furniture,5.49,press
4672,5.05,546.37,food,10.1,noodles
5228,5.05,494.91,clothing,9.74,tie
5319,5.05,624.43,furniture,9.34,sofa
5859,5.05,428.21,clothing,1.08,trousers
7018,5.05,402.95,food,15.87,beef
7346,5.05,195.09,clothing,7.32,t-shirt
7392,5.05,256.18,furniture,2.6,dining table
7706,5.05,81.57,furniture,16.34,chair
8612,5.05,672.46,food,7.46,sauce
8940,5.05,572.34,food,14.75,whey
480,5.06,287.13,furniture,1.2,bed
1865,5.06,49.16,furniture,9.67,desk
4275,5.06,901.83,furniture,17.19,shelves
4871,5.06,892.62,clothing,4.6,dress
5160,5.06,758.18,clothing,18.19,polo
5261,5.06,306.53,clothing,17.88,shirt
5947,5.06,354.95,clothing,1.44,trousers
6532,5.06,223.97,food,12.55,noodles
6549,5.06,491.32,clothing,12.26,shirt
8672,5.06,279.93,furniture,9.49,cot
9323,5.06,323.51,food,15.13,beef
9488,5.06,583.7,clothing,18.87,trousers
9898,5.06,423.82,food,18.31,bread
2734,5.07,859.35,clothing,16.02,jeans
3407,5.07,769.04,clothing,8.49,trousers
4082,5.07,975.0,food,6.58,chicken
6161,5.07,758.12,food,4.91,chicken
6481,5.07,123.21,food,3.32,ice cream
8459,5.07,383.05,furniture,4.19,sofa
8837,5.07,41.09,clothing,11.14,jeans
8921,5.07,354.18,clothing,14.02,shirt
342,5.08,469.58,furniture,8.1,shelves
2632,5.08,814.08,food,12.43,noodles
2712,5.08,646.49,clothing,7.09,polo
2911,5.08,472.35,clothing,9.01,jeans
5343,5.08,73.42,furniture,5.0,press
6685,5.08,882.65,furniture,10.43,chair
7066,5.08,153.91,clothing,5.92,jeans
7261,5.08,90.33,clothing,11.56,socks
7559,5.08,729.42,furniture,10.19,bed
7633,5.08,194.29,food,0.57,roll
9383,5.08,375.6,clothing,19.77,jeans
461,5.09,190.45,food,8.76,noodles
582,5.09,168.97,clothing,13.26,shirt
703,5.09,207.46,clothing,1.41,underwear
914,5.09,604.81,furniture,8.11,chair
1301,5.09,481.15,clothing,4.91,shirt
2654,5.09,7.56,clothing,10.64,underwear
3918,5.09,404.98,furniture,12.2,chair
4783,5.09,180.46,clothing,2.24,polo
5187,5.09,909.98,furniture,15.71,shelves
6356,5.09,372.63,food,10.95,ice cream
6692,5.09,297.96,clothing,5.07,jeans
6757,5.09,878.35,furniture,18.3,chair
7926,5.09,408.61,clothing,3.34,underwear
8601,5.09,827.38,clothing,13.82,tie
8849,5.09,86.94,clothing,9.04,trousers
9004,5.09,819.04,furniture,6.84,bed
9386,5.09,43.98,clothing,6.05,skirt
9404,5.09,116.11,food,6.89,roll
211,5.1,256.76,clothing,9.69,jeans
233,5.1,720.4,clothing,10.82,dress
2093,5.1,563.75,furniture,19.87,dining table
3045,5.1,539.39,food,19.05,wrap
3134,5.1,330.29,food,16.62,bread
3838,5.1,680.03,food,17.65,roll
6970,5.1,344.6,clothing,15.4,skirt
7541,5.1,665.57,food,18.1,quinoa
8489,5.1,985.56,food,15.98,noodles
8495,5.1,969.14,food,5.55,quinoa
8569,5.1,292.76,furniture,1.48,cot
9345,5.1,751.06,food,5.22,yoghurt
1408,5.11,788.65,furniture,19.51,sofa
2786,5.11,798.03,clothing,5.07,skirt
5514,5.11,616.06,clothing,11.21,t-shirt
5895,5.11,975.46,clothing,17.57,jeans
6042,5.11,773.2,clothing,17.32,underwear
6941,5.11,641.8,clothing,17.63,polo
9149,5.11,735.63,furniture,6.69,shelves
9863,5.11,782.2,furniture,6.6,chair
387,5.12,113.92,clothing,12.46,trousers
1772,5.12,146.47,food,9.61,rice
2023,5.12,905.64,food,8.16,bread
3250,5.12,925.61,food,3.01,rice
4945,5.12,452.72,clothing,1.97,skirt
6357,5.12,131.49,clothing,3.72,jeans
6787,5.12,373.27,clothing,4.71,tie
7025,5.12,555.6,clothing,18.42,shirt
7160,5.12,127.37,furniture,9.84,sofa
8167,5.12,287.27,furniture,13.61,press
8504,5.12,631.53,furniture,11.05,press
2466,5.13,273.69,food,10.87,bread
4012,5.13,443.34,furniture,18.43,sofa
4709,5.13,284.11,food,16.57,quinoa
4714,5.13,315.7,furniture,19.89,cot
4724,5.13,326.84,food,8.6,sauce
4835,5.13,248.37,food,4.27,roll
5162,5.13,95.83,furniture,14.67,shelves
5707,5.13,11.46,clothing,9.11,shirt
6034,5.13,962.35,food,10.42,chicken
6407,5.13,237.94,food,0.69,quinoa
7126,5.13,840.47,furniture,6.49,dining table
8863,5.13,352.17,clothing,4.15,tie
449,5.14,107.39,food,1.54,quinoa
1587,5.14,966.87,clothing,3.25,tie
2120,5.14,54.94,food,11.81,whey
7384,5.14,754.04,clothing,0.18,socks
8728,5.14,455.88,food,18.86,ice cream
8842,5.14,822.33,clothing,11.17,polo
9340,5.14,23.23,furniture,10.86,sofa
1884,5.15,714.2,furniture,1.42,desk
2351,5.15,434.76,furniture,2.95,dining table
4650,5.15,173.29,food,1.7,quinoa
4928,5.15,283.31,clothing,14.26,shirt
8721,5.15,218.5,furniture,12.56,shelves
26,5.16,691.5,food,18.55,quinoa
3269,5.16,597.43,furniture,14.42,cot
3281,5.16,314.41,clothing,7.53,jeans
3317,5.16,385.96,furniture,10.69,press
7833,5.16,777.93,furniture,19.33,chair
8376,5.16,274.83,furniture,8.77,sofa
8711,5.16,326.46,furniture,15.27,chair
9575,5.16,24.85,furniture,15.41,bed
9648,5.16,193.35,clothing,1.02,socks
907,5.17,743.6,clothing,5.78,trousers
3906,5.17,128.1,furniture,5.26,press
4130,5.17,777.32,furniture,5.09,bed
5344,5.17,597.65,food,8.23,sauce
6162,5.17,366.41,clothing,9.0,shirt
6247,5.17,785.55,furniture,12.16,chair
6932,5.17,141.07,clothing,16.5,socks
7511,5.17,653.3,food,17.75,beef
7552,5.17,336.14,clothing,1.8,socks
7794,5.17,772.52,furniture,15.74,chair
8741,5.17,81.27,clothing,1.73,dress
9115,5.17,523.82,furniture,15.43,sofa
2638,5.18,888.85,clothing,8.86,shirt
2794,5.18,920.61,clothing,3.73,shirt
3097,5.18,308.45,furniture,7.45,cot
4640,5.18,11.66,food,15.53,yoghurt
5093,5.18,120.21,furniture,11.13,press
5847,5.18,885.14,clothing,19.71,underwear
6616,5.18,9.82,furniture,9.33,cot
8017,5.18,398.02,furniture,19.1,chair
8710,5.18,949.95,food,3.92,whey
9048,5.18,336.23,food,6.69,beef
9788,5.18,273.53,clothing,12.06,tie
1572,5.19,611.87,clothing,11.38,tie
3193,5.19,719.52,food,6.54,sauce
4137,5.19,4.09,clothing,6.37,polo
4207,5.19,608.81,food,16.45,chicken
4773,5.19,324.23,furniture,16.75,desk
5166,5.19,39.74,furniture,2.05,dining table
5298,5.19,599.28,food,12.81,roll
6540,5.19,232.68,furniture,2.06,bed
7422,5.19,992.28,furniture,4.34,chair
7470,5.19,276.1,food,16.93,chicken
7966,5.19,76.43,furniture,6.5,chair
8748,5.19,30.55,clothing,5.39,trousers
9078,5.19,983.54,furniture,11.55,shelves
9164,5.19,562.35,clothing,18.35,dress
9288,5.19,642.68,furniture,19.82,desk
9902,5.19,849.78,furniture,17.61,cot
9994,5.19,391.19,clothing,5.19,tie
1317,5.2,172.16,furniture,3.33,dining table
6518,5.2,309.31,furniture,6.41,chair
7363,5.2,441.03,food,0.99,sauce
2162,5.21,84.75,clothing,12.6,tie
4576,5.21,599.85,food,5.24,yoghurt
4778,5.21,507.23,clothing,15.99,underwear
5574,5.21,63.06,furniture,9.49,shelves
5851,5.21,425.28,food,2.88,ice cream
9328,5.21,331.96,food,3.21,rice
4069,5.22,964.28,food,5.26,chicken
4942,5.22,141.55,food,9.16,sauce
6789,5.22,769.51,furniture,17.64,shelves
6856,5.22,386.29,clothing,10.24,polo
8966,5.22,120.35,furniture,19.93,bed
9840,5.22,987.37,food,6.53,noodles
2284,5.23,657.73,clothing,18.34,polo
2960,5.23,991.73,furniture,4.02,sofa
3692,5.23,495.75,clothing,11.3,underwear
4043,5.23,503.51,food,0.46,bread
7632,5.23,600.05,furniture,9.22,press
9117,5.23,251.88,clothing,6.07,socks
9349,5.23,295.22,furniture,14.06,bed
203,5.24,979.61,furniture,18.87,dining table
1313,5.24,899.04,food,7.42,wrap
1946,5.24,720.31,furniture,10.97,shelves
3230,5.24,980.34,food,1.59,quinoa
3616,5.24,975.09,clothing,0.75,underwear
3873,5.24,400.28,clothing,6.14,shirt
5245,5.24,330.84,clothing,6.9,dress
5337,5.24,945.56,furniture,13.98,desk
5825,5.24,606.0,food,2.89,wrap
6601,5.24,251.67,food,7.46,yoghurt
8098,5.24,954.89,food,16.74,noodles
8838,5.24,484.55,food,18.76,chicken
9738,5.24,383.36,furniture,5.43,cot
9868,5.24,827.69,clothing,3.39,socks
136,5.25,82.25,food,3.96,whey
1028,5.25,25.61,clothing,12.22,t-shirt
3139,5.25,474.0,food,4.74,wrap
5323,5.25,929.79,clothing,7.51,t-shirt
7979,5.25,612.44,food,0.5,ice cream
8174,5.25,823.79,furniture,5.36,bed
600,5.26,185.15,food,19.97,bread
937,5.26,552.61,furniture,8.87,chair
987,5.26,915.54,food,15.95,noodles
1030,5.26,456.77,food,13.26,rice
1299,5.26,292.88,furniture,10.41,desk
3015,5.26,738.95,clothing,16.09,t-shirt
3310,5.26,869.37,furniture,5.85,cot
3460,5.26,996.53,food,18.52,sauce
4563,5.26,228.37,food,6.2,chicken
7975,5.26,711.05,furniture,18.53,cot
8281,5.26,988.97,food,7.67,sauce
8956,5.26,378.68,furniture,4.78,cot
9794,5.26,355.79,clothing,6.19,tie
4472,5.27,890.48,furniture,0.35,chair
5237,5.27,299.7,furniture,18.72,dining table
5360,5.27,180.57,furniture,15.95,desk
5814,5.27,203.5,furniture,1.67,sofa
6248,5.27,166.94,clothing,9.41,t-shirt
6613,5.27,752.61,furniture,4.88,shelves
261,5.28,109.52,food,13.83,wrap
326,5.28,245.09,furniture,19.74,bed
888,5.28,515.72,food,9.05,wrap
2963,5.28,306.52,food,10.44,ice cream
4221,5.28,392.63,furniture,18.56,shelves
4983,5.28,338.71,furniture,14.28,sofa
5837,5.28,277.49,furniture,9.73,desk
5890,5.28,727.11,clothing,14.32,shirt
6731,5.28,487.36,furniture,12.83,press
6732,5.28,327.79,clothing,5.38,dress
6804,5.28,989.06,food,7.0,wrap
6851,5.28,686.4,clothing,18.4,t-shirt
7828,5.28,773.71,food,7.25,chicken
8062,5.28,150.14,food,6.03,rice
8216,5.28,258.45,clothing,2.37,trousers
8366,5.28,857.56,clothing,16.12,socks
1161,5.29,366.77,food,17.79,yoghurt
5467,5.29,880.38,food,17.27,sauce
7289,5.29,616.15,food,6.38,beef
8386,5.29,685.86,furniture,12.29,sofa
8419,5.29,183.87,food,1.08,noodles
9524,5.29,937.7,food,3.17,roll
9926,5.29,209.69,food,2.61,quinoa
856,5.3,588.45,clothing,6.42,skirt
881,5.3,243.99,food,0.12,yoghurt
3425,5.3,916.38,food,19.5,chicken
4610,5.3,161.4,clothing,13.72,shirt
6483,5.3,62.84,clothing,5.19,jeans
7093,5.3,803.1,food,0.74,chicken
7190,5.3,88.46,clothing,3.45,trousers
8492,5.3,555.58,clothing,18.45,tie
8493,5.3,951.19,food,5.48,yoghurt
18,5.31,608.85,clothing,17.95,socks
792,5.31,344.82,furniture,3.89,shelves
915,5.31,915.76,furniture,14.74,bed
1695,5.31,215.59,food,17.56,sauce
5567,5.31,466.09,food,4.64,ice cream
6236,5.31,948.65,furniture,15.54,bed
6682,5.31,587.33,clothing,4.57,underwear
6797,5.31,554.56,food,12.06,quinoa
6967,5.31,889.19,food,1.45,noodles
8673,5.31,171.29,furniture,4.69,cot
9801,5.31,486.86,food,17.99,yoghurt
9811,5.31,175.17,furniture,18.26,chair
307,5.32,363.75,food,8.31,yoghurt
2020,5.32,570.97,food,16.02,beef
3154,5.32,657.6,clothing,9.78,dress
3910,5.32,201.79,clothing,6.97,jeans
5829,5.32,475.81,clothing,19.28,socks
6840,5.32,737.52,food,18.95,quinoa
7468,5.32,430.09,food,6.8,ice cream
8468,5.32,151.79,clothing,17.98,jeans
9039,5.32,816.81,clothing,10.28,jeans
9539,5.32,649.6,clothing,12.31,dress
544,5.33,87.87,food,8.32,beef
1802,5.33,368.1,food,10.33,quinoa
4648,5.33,374.99,clothing,14.05,dress
4757,5.33,668.49,furniture,14.19,desk
6099,5.33,79.88,clothing,8.85,underwear
6568,5.33,829.99,clothing,16.11,skirt
6949,5.33,486.37,clothing,18.18,trousers
7433,5.33,366.24,furniture,2.02,press
9879,5.33,252.26,clothing,12.34,polo
9909,5.33,956.25,food,9.92,whey
25,5.34,613.37,food,12.0,bread
2761,5.34,320.52,clothing,0.56,socks
2781,5.34,804.87,clothing,5.96,underwear
4284,5.34,399.4,food,14.07,bread
4643,5.34,30.18,furniture,17.54,press
5427,5.34,263.43,clothing,10.34,trousers
6687,5.34,703.58,food,14.35,roll
7259,5.34,893.19,furniture,10.7,desk
8749,5.34,696.61,furniture,7.47,bed
476,5.35,812.02,furniture,0.16,press
811,5.35,343.83,furniture,17.6,cot
1293,5.35,868.06,clothing,16.04,polo
1847,5.35,111.61,furniture,16.57,press
2250,5.35,722.6,food,1.49,bread
2607,5.35,863.56,clothing,15.05,underwear
3502,5.35,700.92,clothing,4.94,tie
3706,5.35,60.54,food,11.45,ice cream
4471,5.35,545.46,food,1.05,ice cream
4657,5.35,594.7,food,10.66,whey
9751,5.35,124.68,clothing,12.56,dress
1532,5.36,991.02,furniture,0.57,sofa
3405,5.36,543.62,food,9.33,chicken
4021,5.36,211.94,furniture,19.72,chair
4743,5.36,233.03,furniture,0.21,sofa
5085,5.36,647.84,furniture,11.29,shelves
5788,5.36,682.09,clothing,17.11,shirt
5993,5.36,644.09,furniture,5.51,press
7582,5.36,223.17,food,11.85,chicken
9512,5.36,611.94,furniture,12.6,desk
656,5.37,670.35,food,12.61,chicken
3150,5.37,660.47,food,6.2,beef
4582,5.37,588.05,furniture,11.3,bed
6817,5.37,704.41,clothing,18.96,jeans
565,5.38,534.05,clothing,16.15,shirt
1020,5.38,544.49,clothing,9.43,socks
1050,5.38,857.49,furniture,6.51,chair
1154,5.38,630.77,clothing,17.31,skirt
1357,5.38,610.44,furniture,11.76,press
3312,5.38,588.89,furniture,18.04,sofa
5422,5.38,864.92,food,17.37,chicken
6131,5.38,533.73,furniture,4.22,bed
9182,5.38,616.69,clothing,9.0,dress
9306,5.38,414.13,furniture,9.45,desk
380,5.39,763.84,clothing,12.36,dress
893,5.39,355.89,furniture,13.89,bed
929,5.39,494.24,food,10.88,ice cream
943,5.39,965.66,food,2.75,quinoa
1397,5.39,479.89,food,8.1,bread
3970,5.39,997.2,furniture,16.7,bed
4524,5.39,307.14,clothing,3.1,socks
6185,5.39,613.33,furniture,1.97,press
6877,5.39,43.8,clothing,1.91,polo
2764,5.4,617.08,furniture,16.78,cot
3626,5.4,652.8,furniture,9.01,press
4397,5.4,772.8,food,4.9,wrap
5797,5.4,978.03,furniture,1.02,cot
6810,5.4,657.15,clothing,7.82,trousers
245,5.41,992.15,clothing,6.25,polo
3274,5.41,837.04,clothing,5.36,shirt
3516,5.41,778.0,furniture,9.38,sofa
3666,5.41,416.65,food,0.02,roll
4017,5.41,862.26,furniture,4.79,press
4630,5.41,315.89,food,1.16,rice
6615,5.41,13.01,furniture,7.63,sofa
7001,5.41,754.96,furniture,9.47,dining table
8724,5.41,590.51,food,17.19,bread
8760,5.41,398.01,food,12.5,sauce
9556,5.41,902.17,food,7.74,wrap
35,5.42,270.29,furniture,2.74,chair
155,5.42,585.64,food,13.68,roll
780,5.42,304.18,clothing,0.47,polo
3821,5.42,137.31,clothing,8.39,polo
